epoch,accuracy,loss,lr,precision,recall,top3_acc,val_accuracy,val_loss,val_precision,val_recall,val_top3_acc
0,0.5026041865348816,1.7953637838363647,1e-04,0.6935920715332031,0.18197964131832123,0.8370225429534912,0.5114200711250305,1.7599934339523315,0.6439267992973328,0.3843098282814026,0.8291956186294556
1,0.5837673544883728,1.6281758546829224,1e-04,0.7657545804977417,0.2178066074848175,0.8717448115348816,0.3862959146499634,2.029848098754883,0.4593220353126526,0.26911619305610657,0.7775570750236511
2,0.6013454794883728,1.5682998895645142,1e-04,0.7904540300369263,0.24112215638160706,0.8823784589767456,0.6137040853500366,1.4908456802368164,0.7488299608230591,0.47666335105895996,0.8907646536827087
3,0.6284722089767456,1.5305099487304688,1e-04,0.8059871196746826,0.250559538602829,0.89453125,0.6385303139686584,1.4392021894454956,0.8133971095085144,0.5064548254013062,0.8867924809455872
4,0.6458333134651184,1.475655198097229,1e-04,0.8159149289131165,0.2634071409702301,0.9066840410232544,0.6146970987319946,1.5170162916183472,0.7397708892822266,0.44885799288749695,0.8917576670646667
5,0.6614583134651184,1.452123999595642,1e-04,0.8203762769699097,0.2725878655910492,0.9110243320465088,0.6871896982192993,1.3535486459732056,0.8028777241706848,0.5541211366653442,0.9145978093147278
6,0.6714409589767456,1.413977026939392,1e-04,0.8250950574874878,0.2839638292789459,0.9123263955116272,0.6762661337852478,1.3691433668136597,0.7667560577392578,0.5680238604545593,0.9086395502090454
7,0.6937934160232544,1.361207365989685,1e-04,0.8471716642379761,0.30412065982818604,0.9253472089767456,0.7100297808647156,1.2668992280960083,0.8224931955337524,0.6027805209159851,0.9205561280250549
8,0.71875,1.3191556930541992,1e-04,0.851475715637207,0.3193667531013489,0.9322916865348816,0.5471698045730591,1.6552129983901978,0.6676514148712158,0.44885799288749695,0.8450844287872314
9,0.7172309160232544,1.3023312091827393,1e-04,0.8453159332275391,0.3214201331138611,0.9370659589767456,0.6693148016929626,1.3226994276046753,0.8066860437393188,0.5511419773101807,0.9205561280250549
10,0.7256944179534912,1.2939696311950684,1e-04,0.8498145937919617,0.32726407051086426,0.9392361044883728,0.6643495559692383,1.3305044174194336,0.8213213086128235,0.5431976318359375,0.9106256365776062
11,0.7259114384651184,1.274895191192627,1e-04,0.8587774634361267,0.3382352888584137,0.9357638955116272,0.5928500294685364,1.45160973072052,0.7149389982223511,0.46573981642723083,0.9106256365776062
12,0.7313368320465088,1.2517893314361572,1e-04,0.859843909740448,0.33885276317596436,0.9418402910232544,0.6484607458114624,1.364183783531189,0.7304581999778748,0.5382323861122131,0.9175769686698914
13,0.7740885615348816,1.1738554239273071,5e-05,0.8863702416419983,0.35886573791503906,0.9548611044883728,0.7159880995750427,1.2189651727676392,0.799227774143219,0.6166832447052002,0.935451865196228
14,0.7829861044883728,1.1365846395492554,5e-05,0.8909666538238525,0.3656002879142761,0.9600694179534912,0.7020853757858276,1.2709896564483643,0.7756161093711853,0.5938431024551392,0.9334657192230225
15,0.7884114384651184,1.12954843044281,5e-05,0.8894177079200745,0.37433722615242004,0.9618055820465088,0.770605742931366,1.121533751487732,0.8483709096908569,0.6722939610481262,0.945382297039032
16,0.7990451455116272,1.10326087474823,5e-05,0.8984180092811584,0.38285037875175476,0.962890625,0.7219463586807251,1.1843465566635132,0.8174706697463989,0.6226415038108826,0.935451865196228
17,0.802734375,1.09767484664917,5e-05,0.8892837762832642,0.3839707374572754,0.9672309160232544,0.7090367674827576,1.2394635677337646,0.7869063019752502,0.6087388396263123,0.9294935464859009
18,0.8029513955116272,1.0828866958618164,5e-05,0.9051034450531006,0.3888823091983795,0.9657118320465088,0.650446891784668,1.3158262968063354,0.7632978558540344,0.5700099468231201,0.904667317867279
19,0.8075087070465088,1.0699477195739746,5e-05,0.8999181985855103,0.3909952640533447,0.96875,0.7626613974571228,1.0845614671707153,0.833737850189209,0.682224452495575,0.9473684430122375
20,0.8233506679534912,1.052076816558838,5e-05,0.9134798049926758,0.40009504556655884,0.9769965410232544,0.7318768501281738,1.1433746814727783,0.8136020302772522,0.6415094137191772,0.945382297039032
21,0.8122829794883728,1.0593676567077637,5e-05,0.9010248184204102,0.39797499775886536,0.9650607705116272,0.7825223207473755,1.0386122465133667,0.8544152975082397,0.7110228538513184,0.9523336887359619
22,0.8172743320465088,1.0406630039215088,5e-05,0.9069333076477051,0.4032009541988373,0.9685329794883728,0.784508466720581,1.0515563488006592,0.845788836479187,0.7080436944961548,0.9394240379333496
23,0.8396267294883728,1.009419322013855,5e-05,0.9190400838851929,0.4122796654701233,0.97265625,0.7239324450492859,1.1440356969833374,0.7861409783363342,0.6534259915351868,0.9344587922096252
24,0.8318142294883728,1.0285494327545166,5e-05,0.9116402268409729,0.4089236855506897,0.970703125,0.7418073415756226,1.1225343942642212,0.8310727477073669,0.6693148016929626,0.9463753700256348
25,0.8363715410232544,0.9978083372116089,5e-05,0.9135996103286743,0.4139072895050049,0.9761284589767456,0.738828182220459,1.1369315385818481,0.8038507699966431,0.6633564829826355,0.9334657192230225
26,0.841796875,0.9936793446540833,5e-05,0.915143609046936,0.41518598794937134,0.9752604365348816,0.7557100057601929,1.082760214805603,0.8301435112953186,0.6891757845878601,0.9374379515647888
27,0.8576388955116272,0.962250828742981,2.5e-05,0.9209516644477844,0.42729970812797546,0.9787326455116272,0.7994041442871094,0.990786612033844,0.8627907037734985,0.7368420958518982,0.9493545293807983
28,0.8519965410232544,0.9630760550498962,2.5e-05,0.92180335521698,0.4270710349082947,0.9802517294883728,0.7477656602859497,1.110079288482666,0.8210399150848389,0.674280047416687,0.9285004734992981
